SALE_TYPE,SOLD_DATE,PROPERTY_TYPE,ADDRESS,CITY,STATE_OR_PROVINCE,ZIP_OR_POSTAL_CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE_FEET,LOT_SIZE,YEAR_BUILT,DAYS_ON_MARKET,$/SQUARE_FEET,HOA/MONTH,STATUS,NEXT_OPEN_HOUSE_START_TIME,NEXT_OPEN_HOUSE_END_TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Vacant Land,29319 NW County Road 241,Alachua,FL,32615,238900,,,ALACHUA,,435600,,182,,,Active,,,https://www.redfin.com/FL/Alachua/29319-NW-County-Road-241-32615/home/183042983,Stellar MLS as Distributed by MLS Grid,O6103467,N,Y,29.922829,-82.5007906
MLS Listing,,Single Family Residential,22520 NE 69th Ave,Melrose,FL,32666,650000,4,2.0,WALLACE GROVES,2538,18295,1959,1,256,,Active,December-3-2023 02:00 PM,December-3-2023 04:00 PM,https://www.redfin.com/FL/Melrose/22520-NE-69th-Ave-32666/home/114687415,Stellar MLS as Distributed by MLS Grid,GC517778,N,Y,29.7183,-82.083878
MLS Listing,,Single Family Residential,4352 SE County Road 21b,Keystone Heights,FL,32656,585000,2,1.0,LAKESIDE,984,98400,2006,1,595,,Active,,,https://www.redfin.com/FL/Keystone-Heights/4352-SE-County-Road-21B-32656/home/119648636,Stellar MLS as Distributed by MLS Grid,GC517854,N,Y,29.7783201,-82.080525
MLS Listing,,Single Family Residential,4362 NW 61st Ter,Gainesville,FL,32606,349999,4,2.0,SUMMER CREEK,1751,11326,1988,1,200,13,Active,,,https://www.redfin.com/FL/Gainesville/4362-NW-61st-Ter-32606/home/114473242,Stellar MLS as Distributed by MLS Grid,GC517799,N,Y,29.694459,-82.40886
MLS Listing,,Single Family Residential,6110 NW 30th Ter,Gainesville,FL,32653,289750,3,2.0,NORTHWOOD PINES,1403,10410,1979,1,207,,Active,,,https://www.redfin.com/FL/Gainesville/6110-NW-30th-Ter-32653/home/114159580,Stellar MLS as Distributed by MLS Grid,A4591076,N,Y,29.7107691,-82.3674591
MLS Listing,,Townhouse,9722 SW 52nd Ln,Gainesville,FL,32608,269750,3,2.5,HAILE PLANTATION,1700,1742,1995,1,159,343,Active,,,https://www.redfin.com/FL/Gainesville/9722-SW-52nd-Ln-32608/home/115607699,Stellar MLS as Distributed by MLS Grid,A4591064,N,Y,29.605426,-82.445525
MLS Listing,,Townhouse,3813 SW 28th Ter,Gainesville,FL,32608,120000,2,2.0,SERENOLA MANOR UNIT 3 NAPIER,887,2026,1988,1,135,,Active,,,https://www.redfin.com/FL/Gainesville/3813-SW-28th-Ter-32608/home/115304721,Stellar MLS as Distributed by MLS Grid,GC517838,N,Y,29.615621,-82.364987
MLS Listing,,Single Family Residential,11420 NW 202nd St,Alachua,FL,32615,1390000,3,1.0,NOT IN SUBDIVISION,1058,3358476,1990,1,1314,,Active,,,https://www.redfin.com/FL/Alachua/11420-NW-202nd-St-32615/home/114408604,Stellar MLS as Distributed by MLS Grid,GC517555,N,Y,29.7605944,-82.5590969
MLS Listing,,Single Family Residential,209 NW 246 Way,Newberry,FL,32669,359900,3,2.0,CEDAR ESTATES OF NEWBERRY,1668,10118,2024,1,216,,Active,,,https://www.redfin.com/FL/Newberry/209-Way-32669/home/188774185,Stellar MLS as Distributed by MLS Grid,GC517843,N,Y,29.644959,-82.602848
MLS Listing,,Single Family Residential,21433 SE Hawthorne Rd,Hawthorne,FL,32640,65000,3,1.0,PECAN HEIGHTS,1056,5551,1920,1,62,,Active,,,https://www.redfin.com/FL/Hawthorne/21433-SE-Hawthorne-Rd-32640/home/114744753,Stellar MLS as Distributed by MLS Grid,O6158963,N,Y,29.595952,-82.0934999
MLS Listing,,Single Family Residential,6026 SE 153rd Ter,Hawthorne,FL,32640,244900,4,2.0,GROVE PARK,2128,43216,2007,1,115,,Active,,,https://www.redfin.com/FL/Hawthorne/6026-SE-153rd-Ter-32640/home/115334869,Stellar MLS as Distributed by MLS Grid,GC517686,N,Y,29.5970053,-82.1574463
MLS Listing,,Multi-Family (2-4 Unit),4417 SW 71st Ter,Gainesville,FL,32608,459500,8,4.0,TOWER VILLAGE III,3536,15246,1981,1,130,,Active,,,https://www.redfin.com/FL/Gainesville/4417-SW-71st-Ter-32608/home/115585130,Stellar MLS as Distributed by MLS Grid,R4907344,N,Y,29.6135283,-82.4186891
MLS Listing,,Multi-Family (2-4 Unit),4501 SW 71st Ter,Gainesville,FL,32608,459500,8,4.0,TOWER VILLAGE III,3536,15246,1981,1,130,,Active,,,https://www.redfin.com/FL/Gainesville/4501-SW-71st-Ter-32608/home/115608274,Stellar MLS as Distributed by MLS Grid,R4907345,N,Y,29.613168,-82.418659
MLS Listing,,Multi-Family (5+ Unit),825 SW 62nd Ter,Gainesville,FL,32607,595000,10,6.0,SUGARFOOT OAKS,4722,17860,1979,1,126,,Active,,,https://www.redfin.com/FL/Gainesville/825-SW-62nd-Ter-32607/home/115107460,Stellar MLS as Distributed by MLS Grid,R4907348,N,Y,29.6445899,-82.4095297
MLS Listing,,Multi-Family (2-4 Unit),7214 SW 44th Pl,Gainesville,FL,32608,459500,8,4.0,TOWER VILLAGE III,3470,18295,1984,1,132,,Active,,,https://www.redfin.com/FL/Gainesville/7214-SW-44th-Pl-32608/home/114726105,Stellar MLS as Distributed by MLS Grid,R4907347,N,Y,29.61372,-82.420168
MLS Listing,,Multi-Family (2-4 Unit),1000 SW 59th Ter,Gainesville,FL,32607,419500,8,4.0,SUGARFOOT OAKS,3658,11761,1981,1,115,,Active,,,https://www.redfin.com/FL/Gainesville/1000-SW-59th-Ter-32607/home/114120554,Stellar MLS as Distributed by MLS Grid,R4907349,N,Y,29.6432391,-82.4065998
MLS Listing,,Single Family Residential,1721 SW 82nd Ter,Gainesville,FL,32607,549900,4,2.5,AVALON PH II,2553,23522,1998,1,215,31,Active,,,https://www.redfin.com/FL/Gainesville/1721-SW-82nd-Ter-32607/home/114527713,Stellar MLS as Distributed by MLS Grid,GC517807,N,Y,29.6358473,-82.4296122
MLS Listing,,Multi-Family (2-4 Unit),1727 SW 68th Ter,Gainesville,FL,32607,219500,4,2.0,TOWER OAKS ARMS,800,3694,1982,1,274,,Active,,,https://www.redfin.com/FL/Gainesville/1727-SW-68th-Ter-32607/home/115606367,Stellar MLS as Distributed by MLS Grid,R4907351,N,Y,29.6362559,-82.4151112
MLS Listing,,Multi-Family (2-4 Unit),1018 SW 60th Ter,Gainesville,FL,32607,219500,4,2.0,SUGARFOOT OAKS,1740,8712,1980,1,126,,Active,,,https://www.redfin.com/FL/Gainesville/1018-SW-60th-Ter-32607/home/114820315,Stellar MLS as Distributed by MLS Grid,R4907350,N,Y,29.6428778,-82.407362
MLS Listing,,Townhouse,"3114 SW 26th Way Unit A,B",Gainesville,FL,32608,199900,4,3.0,PHOENIX SUB NAPIER GRT,1860,2614,1979,1,107,41,Active,,,https://www.redfin.com/FL/Gainesville/3114-SW-26-Way-32608/unit-A-B/home/188759044,Stellar MLS as Distributed by MLS Grid,GC517308,N,Y,29.6224072,-82.3628944
MLS Listing,,Single Family Residential,6900 NE 77th Ln,Gainesville,FL,32609,160000,3,2.0,CREEKSIDE FOREST,1656,65636,1981,1,97,27,Active,,,https://www.redfin.com/FL/Gainesville/6900-NE-77th-Ln-32609/home/114203498,Stellar MLS as Distributed by MLS Grid,GC517832,N,Y,29.7302928,-82.2454062
MLS Listing,,Single Family Residential,5812 SE 229th Ter,Hawthorne,FL,32640,220000,3,2.0,Ashley Oaks,1478,15498,1992,1,149,,Active,,,https://www.redfin.com/FL/Hawthorne/5812-SE-229th-Ter-32640/home/115349116,NEFLMLS,1259407,N,Y,29.6005668,-82.0780999
MLS Listing,,Single Family Residential,12005 Highway 441 S,Micanopy,FL,32667,239900,3,1.0,LEITNER TR E LEVY GRANT,1520,29621,1948,1,158,,Active,,,https://www.redfin.com/FL/Micanopy/12005-Highway-441-S-32667/home/115590303,Stellar MLS as Distributed by MLS Grid,O6160020,N,Y,29.5446339,-82.3194351
MLS Listing,,Single Family Residential,17704 NW 149th Pl,Alachua,FL,32615,649900,3,2.0,ALACHUA,1848,221285,2013,1,352,,Active,,,https://www.redfin.com/FL/Alachua/17704-NW-149th-Pl-32615/home/115030519,Stellar MLS as Distributed by MLS Grid,GC517770,N,Y,29.7934279,-82.5314884
MLS Listing,,Townhouse,2937 SW 39th Ave,Gainesville,FL,32608,185000,2,2.0,SERENOLA MANOR UNIT 3 NAPIER,1100,3870,1985,1,168,,Active,,,https://www.redfin.com/FL/Gainesville/2937-SW-39th-Ave-32608/home/115259276,Stellar MLS as Distributed by MLS Grid,GC517585,N,Y,29.614404,-82.366838
MLS Listing,,Single Family Residential,4435 NW 36th Dr,Gainesville,FL,32605,307000,3,2.0,CAPRI CLUSTER PH II,1406,7405,1998,1,218,90,Active,,,https://www.redfin.com/FL/Gainesville/4435-NW-36th-Dr-32605/home/115105966,Stellar MLS as Distributed by MLS Grid,GC517786,N,Y,29.695672,-82.37754
MLS Listing,,Single Family Residential,4817 NW 35th Ln,Gainesville,FL,32606,309900,3,2.0,KIMBERLY WOODS,1186,10454,1984,1,261,,Active,,,https://www.redfin.com/FL/Gainesville/4817-NW-35th-Ln-32606/home/114411240,Stellar MLS as Distributed by MLS Grid,A4590905,N,Y,29.6854675,-82.3944448
MLS Listing,,Condo/Co-op,1440 NW 3rd Pl #106,Gainesville,FL,32603,312500,2,2.0,NANTUCKET WALK CONDO,837,,2006,1,373,205,Active,,,https://www.redfin.com/FL/Gainesville/1440-NW-3rd-Pl-32603/unit-106/home/115480580,Stellar MLS as Distributed by MLS Grid,GC517520,N,Y,29.6547472,-82.3410403
MLS Listing,,Vacant Land,1709 SW 56th Ln,Gainesville,FL,32608,50000,,,MALORE GARDENS,,22322,,1,,45,Active,,,https://www.redfin.com/FL/Gainesville/1709-Sw-56th-Ln-32608/home/115190316,Stellar MLS as Distributed by MLS Grid,GC517810,N,Y,29.599676,-82.344741
MLS Listing,,Single Family Residential,6008 NW 27th Ter,Gainesville,FL,32653,279900,3,2.0,NORTHWOOD PINES,1563,11991,1976,1,179,,Active,,,https://www.redfin.com/FL/Gainesville/6008-NW-27th-Ter-32653/home/115281911,Stellar MLS as Distributed by MLS Grid,GC517756,N,Y,29.709687,-82.363927
MLS Listing,,Single Family Residential,11636 NW 161st St,Alachua,FL,32615,315000,3,2.0,ALACHUA,1612,175111,2013,1,195,,Active,,,https://www.redfin.com/FL/Alachua/11636-NW-161st-St-32615/home/115122757,Stellar MLS as Distributed by MLS Grid,OM668682,N,Y,29.762113,-82.5182666
MLS Listing,,Single Family Residential,10088 SW 98th Ter,Gainesville,FL,32608,378000,3,2.0,HAMMOCK RIDGE UNIT 3-F,1606,43890,2005,1,235,36,Active,,,https://www.redfin.com/FL/Gainesville/10088-SW-98th-Ter-32608/home/115527099,Stellar MLS as Distributed by MLS Grid,GC517608,N,Y,29.561498,-82.447888
MLS Listing,,Townhouse,4411 SW 34th St #103,Gainesville,FL,32608,179000,3,2.5,PICKWICK PARK,1485,,1985,1,121,290,Active,,,https://www.redfin.com/FL/Gainesville/4411-SW-34th-St-32608/unit-103/home/114914212,Stellar MLS as Distributed by MLS Grid,GC517796,N,Y,29.6132755,-82.371695
MLS Listing,,Single Family Residential,12008 SW 8th Ave,Gainesville,FL,32607,254900,3,2.5,GAINESVILLE,2483,76666,1979,1,103,,Active,,,https://www.redfin.com/FL/Gainesville/12008-Sw-8th-Ave-32607/home/115536420,Stellar MLS as Distributed by MLS Grid,O6160431,N,Y,29.646734,-82.470889
MLS Listing,,Single Family Residential,5629 NW 97th St,Gainesville,FL,32653,819000,5,3.5,HAMMOCK THE,3727,70567,1979,1,220,50,Active,December-2-2023 11:00 AM,December-2-2023 01:00 PM,https://www.redfin.com/FL/Gainesville/5629-NW-97th-St-32653/home/114412363,Stellar MLS as Distributed by MLS Grid,GC517649,N,Y,29.707149,-82.444557
MLS Listing,,Single Family Residential,18119 NW 250th Ter,High Springs,FL,32643,234900,3,1.0,AVONDALE,1008,14375,1965,1,233,,Active,,,https://www.redfin.com/FL/High-Springs/18119-NW-250th-Ter-32643/home/114353553,Stellar MLS as Distributed by MLS Grid,GC517788,N,Y,29.8210314,-82.6095728
MLS Listing,,Single Family Residential,11325 NW 31st Ln,Gainesville,FL,32606,430000,4,3.0,WELLINGTON PLACE,2103,8712,2021,1,204,33,Active,,,https://www.redfin.com/FL/Gainesville/11325-NW-31st-Ln-32606/home/114917863,Stellar MLS as Distributed by MLS Grid,GC517806,N,Y,29.6820196,-82.4623922
MLS Listing,,Vacant Land,9308 SE 225th Dr,Hawthorne,FL,32640,325000,,,Farms & Oaks,,278784,,2,,,Active,,,https://www.redfin.com/FL/Hawthorne/9308-SE-225th-Dr-32640/home/188743570,NEFLMLS,1259239,N,Y,29.5685014,-82.0817459
MLS Listing,,Single Family Residential,8131 NW 53rd Ter,Gainesville,FL,32653,380000,3,2.0,WESCHESTER CLUSTER PHASE 1,1543,5663,2014,2,246,37,Active,,,https://www.redfin.com/FL/Gainesville/8131-NW-53rd-Ter-32653/home/115403239,Stellar MLS as Distributed by MLS Grid,GC517570,N,Y,29.7292156,-82.4003364
MLS Listing,,Single Family Residential,10002 NW 6th Pl,Gainesville,FL,32607,420000,3,2.0,HAMILTON HEIGHTS,2277,17860,1974,2,184,,Active,,,https://www.redfin.com/FL/Gainesville/10002-NW-6th-Pl-32607/home/115599804,Stellar MLS as Distributed by MLS Grid,GC517775,N,Y,29.658903,-82.4487486
MLS Listing,,Single Family Residential,Lot 2 SE 9th St,Gainesville,FL,32601,465000,4,2.5,GAINESVILLE MCDOWALLS ADD,1800,7927,2024,2,258,,Active,,,https://www.redfin.com/FL/Gainesville/2-SE-9-St-32601/home/187647952,Stellar MLS as Distributed by MLS Grid,GC517776,N,Y,29.6518846,-82.3147405
MLS Listing,,Vacant Land,908 NE 17th Ter,Gainesville,FL,32641,16000,,,BOOKER T WASHINGTON HEIGHTS,,2273,,2,,,Active,,,https://www.redfin.com/FL/Gainesville/908-Ne-17th-Ter-32641/home/115132431,Stellar MLS as Distributed by MLS Grid,GC517785,N,Y,29.660573,-82.3027989
MLS Listing,,Single Family Residential,Lot 1 SE 9th St,Gainesville,FL,32601,299000,2,1.5,MCDOWALL'S ADDITION,883,2500,2024,2,339,,Active,,,https://www.redfin.com/FL/Gainesville/1-SE-9-St-32601/home/187631129,Stellar MLS as Distributed by MLS Grid,GC517769,N,Y,29.6518846,-82.3147405
MLS Listing,,Single Family Residential,24525 NW 13th Blvd,Newberry,FL,32669,398560,4,3.0,AVALON WOODS,2265,6000,2023,2,176,33,Active,,,https://www.redfin.com/FL/Newberry/24525-NW-13th-Blvd-32669/home/188732795,Stellar MLS as Distributed by MLS Grid,T3488647,N,Y,29.673815,-82.604304
MLS Listing,,Vacant Land,2375 NW 150th Blvd,Newberry,FL,32669,249000,,,KINGSTON PLACE PB 36 PG 73,,135123,,2,,100,Active,,,https://www.redfin.com/FL/Newberry/2375-NW-150th-Blvd-32669/home/174612085,Stellar MLS as Distributed by MLS Grid,GC517394,N,Y,29.675391,-82.501126
MLS Listing,,Single Family Residential,6488 NW 109th Pl,Alachua,FL,32615,345000,3,2.0,LAKEVIEW VILLAS,1699,2614,2005,2,203,203,Active,,,https://www.redfin.com/FL/Alachua/6488-Nw-109th-Pl-32615/home/115294785,Stellar MLS as Distributed by MLS Grid,GC517768,N,Y,29.7561677,-82.4148552
MLS Listing,,Single Family Residential,222 SE 5th Ave,Melrose,FL,32666,889900,3,3.0,SEMINOLE RIDGE,2100,19166,1972,2,424,,Active,,,https://www.redfin.com/FL/Melrose/222-SE-5th-Ave-32666/home/119701251,Stellar MLS as Distributed by MLS Grid,GC517751,N,Y,29.7219226,-82.0544405
MLS Listing,,Vacant Land,13204 NW 151st Pl,Alachua,FL,32615,10000,,,ALACHUA LEROYS ADD,,5002,,2,,,Active,,,https://www.redfin.com/FL/Alachua/13204-Nw-151st-Pl-32615/home/115087047,Stellar MLS as Distributed by MLS Grid,GC517764,N,Y,29.793766,-82.485868
MLS Listing,,Single Family Residential,3301 NW 5th St,Gainesville,FL,32609,280000,3,1.5,PINE HAVEN,1664,19123,1940,3,168,,Active,,,https://www.redfin.com/FL/Gainesville/3301-NW-5th-St-32609/home/114869331,Stellar MLS as Distributed by MLS Grid,GC517766,N,Y,29.68313,-82.328976
MLS Listing,,Single Family Residential,24419 NW 25th Pl,Newberry,FL,32669,365000,3,2.0,Newberry Hills,1560,43996,2000,3,234,,Active,,,https://www.redfin.com/FL/Newberry/24419-NW-25th-Pl-32669/home/114928771,DGLMLS,789612,N,Y,29.6778875,-82.6013809
MLS Listing,,Vacant Land,TBD NW 152nd Ct,Newberry,FL,32669,253000,,,KINGSTON PLACE PB 36 PG 73,,131508,,3,,100,Active,,,https://www.redfin.com/FL/Unknown/TBD-NW-152nd-Ct-32669/home/180949794,Stellar MLS as Distributed by MLS Grid,GC517397,N,Y,29.67610215,-82.50275656
MLS Listing,,Single Family Residential,24383 SW 8th Pl,Newberry,FL,32669,349900,4,2.0,NEWBERRY PLACE,1874,7841,2011,3,187,47,Active,,,https://www.redfin.com/FL/Newberry/24383-SW-8th-Pl-32669/home/114778936,Stellar MLS as Distributed by MLS Grid,GC517740,N,Y,29.6414335,-82.6002618
MLS Listing,,Single Family Residential,23376 NW County Road 236,High Springs,FL,32643,325000,3,2.0,SUTTON ESTATES,1767,28918,1962,3,184,,Active,,,https://www.redfin.com/FL/High-Springs/23376-NW-County-Road-236-32643/home/183338769,Stellar MLS as Distributed by MLS Grid,GC517753,N,Y,29.8366171,-82.5916676
MLS Listing,,Single Family Residential,3222 SW 106th St,Gainesville,FL,32608,1450000,5,4.5,ESTATES OF WILDS PLANTATION,3955,24394,2017,3,367,50,Active,,,https://www.redfin.com/FL/Gainesville/3222-SW-106th-St-32608/home/116538253,Stellar MLS as Distributed by MLS Grid,GC517715,N,Y,29.624849,-82.455498
MLS Listing,,Condo/Co-op,2811 SW Archer Rd Unit Z246,Gainesville,FL,32608,110000,2,1.0,BRANDYWINE,876,,1985,3,126,312,Active,,,https://www.redfin.com/FL/Gainesville/2811-SW-Archer-Rd-32608/unit-Z246/home/114436186,Stellar MLS as Distributed by MLS Grid,GC517719,N,Y,29.6279291,-82.3655381
MLS Listing,,Townhouse,13790 NW 9th Rd,Newberry,FL,32669,315000,3,2.5,TARA GREENS PB 36 PG 58,1664,2178,2021,3,189,98,Active,,,https://www.redfin.com/FL/Newberry/13790-NW-9th-Rd-32669/home/175499073,Stellar MLS as Distributed by MLS Grid,GC517663,N,Y,29.660835,-82.491248
MLS Listing,,Single Family Residential,7007 NE 218th Ter,Melrose,FL,32666,249900,3,2.0,LAKE BONNET ESTATES PH II,1296,43693,1997,3,193,,Active,,,https://www.redfin.com/FL/Melrose/7007-NE-218th-Ter-32666/home/114506243,Stellar MLS as Distributed by MLS Grid,GC517746,N,Y,29.718928,-82.091266
MLS Listing,,Condo/Co-op,1810 NW 23RD Blvd #262,Gainesville,FL,32605,175000,2,2.0,Metes & Bounds,1070,,1972,3,164,313,Active,,,https://www.redfin.com/FL/Gainesville/1810-NW-23rd-Blvd-32605/unit-262/home/114635253,NEFLMLS,1258965,N,Y,29.6754075,-82.344441
MLS Listing,,Single Family Residential,2802 NW 4th Ln,Gainesville,FL,32607,1799500,5,4.5,Gainesville,7041,103237,2003,3,256,,Active,,,https://www.redfin.com/FL/Gainesville/2802-NW-4th-Ln-32607/home/114985198,St. Augustine and St. Johns County Board of REALTORS®,237409,N,Y,29.6571641,-82.365065
MLS Listing,,Vacant Land,13823 W State Road 235,Alachua,FL,32615,25000,,,ALACHUA,,5000,,5,,,Active,,,https://www.redfin.com/FL/Alachua/13823-W-State-Road-235-32615/home/114657179,Stellar MLS as Distributed by MLS Grid,GC517733,N,Y,29.8024125,-82.4930635
MLS Listing,,Condo/Co-op,2490 SW 14th Dr #31,Gainesville,FL,32608,84900,0,1.0,PRAIRIEWOOD,267,,1979,5,318,232,Active,,,https://www.redfin.com/FL/Gainesville/2490-SW-14th-Dr-32608/unit-31/home/114923614,Stellar MLS as Distributed by MLS Grid,GC517705,N,Y,29.6283302,-82.3422432
MLS Listing,,Single Family Residential,3635 NW 25th Ave,Gainesville,FL,32605,399999,3,2.5,ROCK CREEK,1690,19602,1981,5,237,65,Active,,,https://www.redfin.com/FL/Gainesville/3635-NW-25th-Ave-32605/home/115236003,Stellar MLS as Distributed by MLS Grid,O6159679,N,Y,29.6763744,-82.3779241
MLS Listing,,Condo/Co-op,1213 NW 55th St #5,Gainesville,FL,32605,214950,2,2.0,WOODS EDGE,1307,1306,2004,6,164,225,Active,,,https://www.redfin.com/FL/Gainesville/1213-NW-55th-St-32605/unit-5/home/188697356,Stellar MLS as Distributed by MLS Grid,GC517729,N,Y,29.6636444,-82.4010731
MLS Listing,,Single Family Residential,15701 NW 135th Ter,Alachua,FL,32615,384800,4,2.0,COLLEGE HEIGHTS ADDITION,1777,12197,2023,6,217,,Active,,,https://www.redfin.com/FL/Alachua/15701-Nw-135th-Ter-32615/home/115116871,Stellar MLS as Distributed by MLS Grid,GC517728,N,Y,29.798919,-82.489284
MLS Listing,,Single Family Residential,11734 NW 74th Ter,Alachua,FL,32615,525000,4,3.0,TURKEY CREEK,2275,12000,2003,6,231,200,Active,,,https://www.redfin.com/FL/Alachua/11734-Nw-74th-Ter-32615/home/114277828,Stellar MLS as Distributed by MLS Grid,GC517731,N,Y,29.7630356,-82.4258867
MLS Listing,,Single Family Residential,1211 NW 98th Ter,Gainesville,FL,32606,340000,3,2.0,BROADMOOR PHASE 1,1402,9147,1995,6,243,53,Active,December-3-2023 02:00 PM,December-3-2023 04:00 PM,https://www.redfin.com/FL/Gainesville/1211-NW-98th-Ter-32606/home/115120143,Stellar MLS as Distributed by MLS Grid,GC517217,N,Y,29.6639082,-82.4469882
MLS Listing,,Single Family Residential,3931 NW 62nd Ln,Gainesville,FL,32653,430000,4,2.0,UNION SQUARE CLUSTER,2285,13296,1996,6,188,51,Active,,,https://www.redfin.com/FL/Gainesville/3931-NW-62nd-Ln-32653/home/115270686,Stellar MLS as Distributed by MLS Grid,GC517709,N,Y,29.711533,-82.38271
MLS Listing,,Single Family Residential,6651 SW 11th Ln,Gainesville,FL,32607,444000,3,2.0,GRAND OAKS AT TOWER,1900,6765,2024,6,234,60,Active,,,https://www.redfin.com/FL/Gainesville/6651-SW-11th-Ln-32607/home/188696678,Stellar MLS as Distributed by MLS Grid,GC517725,N,Y,29.6413562,-82.4315012
MLS Listing,,Single Family Residential,17942 NW 105th Ter,Alachua,FL,32615,1580000,4,4.5,ALACHUA,6166,291416,2012,6,256,8,Active,,,https://www.redfin.com/FL/Alachua/17942-NW-105th-Ter-32615/home/115330674,Stellar MLS as Distributed by MLS Grid,GC517402,N,Y,29.820806,-82.459119
MLS Listing,,Single Family Residential,1815 NE 6th Ter,Gainesville,FL,32609,300000,3,1.0,HAMPTON HEIGHTS,1020,11410,1952,6,294,,Active,December-3-2023 11:00 AM,December-3-2023 02:00 PM,https://www.redfin.com/FL/Gainesville/1815-NE-6th-Ter-32609/home/114871273,Stellar MLS as Distributed by MLS Grid,GC517724,N,Y,29.6685495,-82.3180358
MLS Listing,,Single Family Residential,4234 NW 26th Ter,Gainesville,FL,32605,259900,2,2.0,SPRINGTREE III,1020,10019,1979,6,255,,Active,,,https://www.redfin.com/FL/Gainesville/4234-NW-26th-Ter-32605/home/115033029,Stellar MLS as Distributed by MLS Grid,GC517720,N,Y,29.6932309,-82.3620776
MLS Listing,,Condo/Co-op,701 SW 75th St #202,Gainesville,FL,32607,85000,1,1.0,SPARROW,808,,1973,6,105,269,Active,,,https://www.redfin.com/FL/Gainesville/701-SW-75th-St-32607/unit-202/home/115437792,Stellar MLS as Distributed by MLS Grid,GC517197,N,Y,29.6461686,-82.4221818
MLS Listing,,Townhouse,605 SW 75th St #204,Gainesville,FL,32607,85000,1,1.0,SPARROW,808,,1973,6,105,269,Active,,,https://www.redfin.com/FL/Gainesville/605-SW-75th-St-32607/unit-204/home/114853661,Stellar MLS as Distributed by MLS Grid,GC517653,N,Y,29.6464345,-82.4211448
MLS Listing,,Condo/Co-op,7200 SW 8th Ave Unit D22,Gainesville,FL,32607,120000,1,1.5,WOODSIDE VILLAS,750,436,1984,6,160,180,Active,,,https://www.redfin.com/FL/Gainesville/7200-SW-8th-Ave-32607/unit-D22/home/114589725,Stellar MLS as Distributed by MLS Grid,GC517718,N,Y,29.6455973,-82.4189885
MLS Listing,,Vacant Land,425 SE 17th Ter,Gainesville,FL,32641,35000,,,HARTTS SUB,,14389,,6,,,Active,,,https://www.redfin.com/FL/Gainesville/425-SE-17th-Ter-32641/home/114123658,Stellar MLS as Distributed by MLS Grid,GC517723,N,Y,29.647519,-82.302414
MLS Listing,,Single Family Residential,24026 NW 52nd Ter,Alachua,FL,32615,224900,3,2.0,ALACHUA,1404,236531,2010,7,160,,Active,,,https://www.redfin.com/FL/Alachua/24026-NW-52nd-Ter-32615/home/115485747,Stellar MLS as Distributed by MLS Grid,GC517687,N,Y,29.8768324,-82.4026613
MLS Listing,,Single Family Residential,2027 NW 55th St,Gainesville,FL,32605,695000,4,2.5,GAINESVILLE,2328,402930,1972,7,299,,Active,,,https://www.redfin.com/FL/Gainesville/2027-NW-55th-St-32605/home/115173007,Stellar MLS as Distributed by MLS Grid,GC517685,N,Y,29.6716963,-82.4014191
MLS Listing,,Single Family Residential,12306 W University Ave,Newberry,FL,32669,348800,3,2.5,WEST END ESTATES,2386,34800,1973,8,146,,Active,,,https://www.redfin.com/FL/Newberry/12306-W-University-Ave-32669/home/115416279,Stellar MLS as Distributed by MLS Grid,O6159532,N,Y,29.6530516,-82.4756565
MLS Listing,,Single Family Residential,1961 SW 65th Dr,Gainesville,FL,32607,425000,4,2.0,PORTOFINO,2233,6970,2007,8,190,80,Active,December-2-2023 01:00 PM,December-2-2023 03:00 PM,https://www.redfin.com/FL/Gainesville/1961-SW-65th-Dr-32607/home/115377352,Stellar MLS as Distributed by MLS Grid,GC517681,N,Y,29.633789,-82.412984
MLS Listing,,Single Family Residential,1006 NE 10th Ave,Gainesville,FL,32601,319000,2,1.0,FAIRFIELD ADD,918,10828,1948,8,347,,Active,,,https://www.redfin.com/FL/Gainesville/1006-NE-10th-Ave-32601/home/114285515,Stellar MLS as Distributed by MLS Grid,GC517648,N,Y,29.6609832,-82.3132443
MLS Listing,,Multi-Family (2-4 Unit),501 SW 69th St,Gainesville,FL,32607,399000,6,6.0,CEDAR RIDGE ADD,2898,10019,1983,8,138,,Active,,,https://www.redfin.com/FL/Gainesville/501-SW-69th-St-32607/home/115579651,Stellar MLS as Distributed by MLS Grid,GC517116,N,Y,29.6479245,-82.4157252
MLS Listing,,Single Family Residential,4526 NW 80th Rd,Gainesville,FL,32653,399999,3,2.0,WESCHESTER CLUSTER PH 3,1700,11500,2011,8,235,41,Active,December-3-2023 12:00 PM,December-3-2023 02:00 PM,https://www.redfin.com/FL/Gainesville/4526-NW-80th-Rd-32653/home/115439450,Stellar MLS as Distributed by MLS Grid,GC517700,N,Y,29.728217,-82.391931
MLS Listing,,Single Family Residential,3515 NW 54th Ln,Gainesville,FL,32653,319000,3,2.0,APPLE TREE PH II,1520,8545,1989,8,210,,Active,December-2-2023 12:00 PM,December-2-2023 03:00 PM,https://www.redfin.com/FL/Gainesville/3515-NW-54th-Ln-32653/home/115149370,Stellar MLS as Distributed by MLS Grid,GC517382,N,Y,29.7048363,-82.3753398
