SALE_TYPE,SOLD_DATE,PROPERTY_TYPE,ADDRESS,CITY,STATE_OR_PROVINCE,ZIP_OR_POSTAL_CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE_FEET,LOT_SIZE,YEAR_BUILT,DAYS_ON_MARKET,$/SQUARE_FEET,HOA/MONTH,STATUS,NEXT_OPEN_HOUSE_START_TIME,NEXT_OPEN_HOUSE_END_TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,24489 NW 13th Blvd,Newberry,FL,32669,401560,4,3.0,AVALON WOODS,2265,6000,2023,28,177,33,Active,,,https://www.redfin.com/FL/Newberry/24489-NW-13th-Pl-32669/home/188318387,Stellar MLS as Distributed by MLS Grid,T3483626,N,Y,29.6648637,-82.5021926
MLS Listing,,Single Family Residential,221 NW 33rd Ave,Gainesville,FL,32609,265000,3,2.0,PINE HAVEN EXT,1432,11071,1950,28,185,,Active,,,https://www.redfin.com/FL/Gainesville/221-NW-33rd-Ave-32609/home/115464613,Stellar MLS as Distributed by MLS Grid,GC516076,N,Y,29.6826992,-82.3269821
MLS Listing,,Single Family Residential,701 NW 4th Ave,Gainesville,FL,32601,350000,3,1.0,BRUSH ADDN,1295,5227,1940,28,270,,Active,,,https://www.redfin.com/FL/Gainesville/701-NW-4th-Ave-32601/home/114880179,Stellar MLS as Distributed by MLS Grid,GC517279,N,Y,29.6545835,-82.3316037
MLS Listing,,Single Family Residential,24463 NW 13th Blvd,Newberry,FL,32669,377560,4,2.5,AVALON WOODS,1982,7200,2023,28,190,33,Active,,,https://www.redfin.com/FL/Newberry/24463-NW-13th-Pl-32669/home/188317489,Stellar MLS as Distributed by MLS Grid,T3483586,N,Y,29.6648637,-82.5021926
MLS Listing,,Single Family Residential,6606 NW 160th St,Alachua,FL,32615,435000,3,2.0,UNIVERSITY AVE PROPERTIES INC,1396,233046,1978,29,312,,Active,,,https://www.redfin.com/FL/Alachua/6606-NW-160th-St-32615/home/115415953,Stellar MLS as Distributed by MLS Grid,GC517276,N,Y,29.7161879,-82.5134888
MLS Listing,,Single Family Residential,16037 NW 123rd Ave,Alachua,FL,32615,354900,3,3.0,Savannah Station,1449,5663,2021,29,245,95,Active,,,https://www.redfin.com/FL/Alachua/16037-NW-123rd-Ave-32615/home/174612292,DGLMLS,789496,N,Y,29.768071,-82.513227
MLS Listing,,Condo/Co-op,2635 SW 35th Pl #106,Gainesville,FL,32608,200000,3,2.5,CASABLANCA EAST,1208,1208,1983,29,166,376,Active,,,https://www.redfin.com/FL/Gainesville/2635-SW-35th-Pl-32608/unit-106/home/115519976,Stellar MLS as Distributed by MLS Grid,GC517268,N,Y,29.6196797,-82.361253
MLS Listing,,Condo/Co-op,11 NW 48th Blvd,Gainesville,FL,32607,374900,2,2.0,MILL POND,1775,,1990,29,211,288,Active,,,https://www.redfin.com/FL/Gainesville/11-NW-48th-Blvd-32607/home/115063950,Stellar MLS as Distributed by MLS Grid,GC516598,N,Y,29.6531936,-82.3945396
MLS Listing,,Single Family Residential,13203 SW 1st Pl,Newberry,FL,32669,888000,5,4.5,TOWN OF TIOGA,3704,12024,1997,29,240,155,Active,December-3-2023 12:00 PM,December-3-2023 03:00 PM,https://www.redfin.com/FL/Newberry/13203-SW-1st-Pl-32669/home/114655341,Stellar MLS as Distributed by MLS Grid,GC517236,N,Y,29.6539168,-82.4825731
MLS Listing,,Townhouse,1093 NW 126th Way,Newberry,FL,32669,339000,2,2.0,VILLAS OF WEST END UNIT B PH 1,1464,2240,2017,29,232,296,Active,,,https://www.redfin.com/FL/Newberry/1093-NW-126-Way-32669/home/184110397,Stellar MLS as Distributed by MLS Grid,GC517228,N,Y,29.6636777,-82.476225
MLS Listing,,Vacant Land,21689 NW 190th Ave,High Springs,FL,32643,120000,,,HIGH SPRINGS,,146797,,29,,,Active,,,https://www.redfin.com/FL/High-Springs/21689-NW-190th-Ave-32643/home/114913949,Stellar MLS as Distributed by MLS Grid,GC517174,N,Y,29.8274755,-82.5756026
MLS Listing,,Single Family Residential,13650 NW 14th Pl,Newberry,FL,32669,465895,4,3.0,ARBOR GREEN,2662,4792,2023,29,175,131,Active,,,https://www.redfin.com/FL/Newberry/13650-NW-14th-Pl-32669/home/177777911,Stellar MLS as Distributed by MLS Grid,T3483333,N,Y,29.666661,-82.486106
MLS Listing,,Single Family Residential,8267 SW 78th Ln,Gainesville,FL,32608,499900,5,3.0,LONGLEAF UNIT 4 PH 7,2655,4356,2013,29,188,115,Active,,,https://www.redfin.com/FL/Gainesville/8267-SW-78th-Ln-32608/home/114911374,Stellar MLS as Distributed by MLS Grid,GC517157,N,Y,29.5820788,-82.4304377
MLS Listing,,Vacant Land,6736 NW 16th St,Gainesville,FL,32653,79900,,,NORTHWEST BUS PARK,,17507,,30,,17,Active,,,https://www.redfin.com/FL/Gainesville/6736-NW-16th-St-32653/home/174628030,Stellar MLS as Distributed by MLS Grid,GC517177,N,Y,29.716393,-82.344558
MLS Listing,,Single Family Residential,5218 SW 70th Ter,Gainesville,FL,32608,199900,3,2.5,ARREDONDO ESTATES 1,2128,20038,1998,30,94,,Active,,,https://www.redfin.com/FL/Gainesville/5218-SW-70th-Ter-32608/home/114449669,Stellar MLS as Distributed by MLS Grid,GC516973,N,Y,29.6056005,-82.4182022
MLS Listing,,Single Family Residential,25430 SW 16th Ave,Newberry,FL,32669,450000,3,2.0,COUNTRY WAY,2520,13575,2003,30,179,,Active,,,https://www.redfin.com/FL/Newberry/25430-SW-16th-Ave-32669/home/114786235,Stellar MLS as Distributed by MLS Grid,GC517200,N,Y,29.6382026,-82.6117473
MLS Listing,,Single Family Residential,1415 NE 3rd Ave,Gainesville,FL,32641,279900,3,2.0,NEW GAINESVILLE REP,1359,6073,2023,30,206,,Active,,,https://www.redfin.com/FL/Gainesville/1415-NE-3rd-Ave-32641/home/177776167,Stellar MLS as Distributed by MLS Grid,GC517245,N,Y,29.6535502,-82.3066362
MLS Listing,,Single Family Residential,1200 SE 4th Pl,Gainesville,FL,32641,128707,3,1.0,GAINESVILLE,801,5914,1938,30,161,,Active,,,https://www.redfin.com/FL/Gainesville/1200-SE-4th-Pl-32641/home/114939856,Stellar MLS as Distributed by MLS Grid,GC517213,N,Y,29.6481682,-82.3103859
MLS Listing,,Single Family Residential,1507 NW 107th Ter,Gainesville,FL,32606,399900,3,3.0,PINE HILL ESTATES,2369,47916,1979,30,169,,Active,,,https://www.redfin.com/FL/Gainesville/1507-NW-107th-Ter-32606/home/114795063,Stellar MLS as Distributed by MLS Grid,OK223340,N,Y,29.6669893,-82.4560448
MLS Listing,,Single Family Residential,1166 NW 248th Dr,Newberry,FL,32669,286990,3,2.0,AVALON WOODS,1453,6000,2023,30,198,33,Active,,,https://www.redfin.com/FL/Newberry/1166-NW-248th-Way-32669/home/188214207,Stellar MLS as Distributed by MLS Grid,T3482965,N,Y,29.6738128,-82.6057067
MLS Listing,,Condo/Co-op,3705 SW 27th St #911,Gainesville,FL,32608,219000,3,3.0,WINDSOR PARK,1198,1198,1996,31,183,361,Active,,,https://www.redfin.com/FL/Gainesville/3705-SW-27th-St-32608/unit-911/home/115355321,Stellar MLS as Distributed by MLS Grid,GC517193,N,Y,29.6178471,-82.3619874
MLS Listing,,Single Family Residential,6713 NW 33rd Ter,Gainesville,FL,32653,369990,4,2.5,NORTHWOOD OAKS,2064,13798,1979,31,179,,Active,,,https://www.redfin.com/FL/Gainesville/6713-NW-33rd-Ter-32653/home/115557357,Stellar MLS as Distributed by MLS Grid,GC517204,N,Y,29.7162162,-82.3714419
MLS Listing,,Single Family Residential,6535 SE 221st St Unit A,Hawthorne,FL,32640,199000,4,2.0,HAWTHORNE,1680,16988,1930,31,118,,Active,,,https://www.redfin.com/FL/Hawthorne/6535-SE-221st-St-32640/unit-A/home/115291372,Stellar MLS as Distributed by MLS Grid,GC517199,N,Y,29.5940458,-82.0864384
MLS Listing,,Condo/Co-op,7200 SW 8th Ave Unit Q-108,Gainesville,FL,32607,156000,2,2.0,WOODSIDE VILLAS - CONDOS,1070,,1986,31,146,180,Active,,,https://www.redfin.com/FL/Gainesville/7200-SW-8th-Ave-32607/unit-Q108/home/115005723,Stellar MLS as Distributed by MLS Grid,O6153496,N,Y,29.6455973,-82.4189885
MLS Listing,,Multi-Family (2-4 Unit),6738 SW 42nd Pl,Gainesville,FL,32608,469500,8,4.0,GREEN LEAF PB K-81 LOT 2 OR 5062/0162,3920,4,1982,31,120,7,Active,,,https://www.redfin.com/FL/Gainesville/6738-SW-42nd-Pl-32608/home/115429738,Stellar MLS as Distributed by MLS Grid,R4907264,N,Y,29.6156637,-82.4154923
MLS Listing,,Single Family Residential,19853 NW 248th St,High Springs,FL,32643,353000,3,2.0,SPANISH GATES,1759,7841,2022,32,201,13,Active,December-2-2023 11:00 AM,December-2-2023 01:00 PM,https://www.redfin.com/FL/High-Springs/19853-NW-248th-St-32643/home/114638372,Stellar MLS as Distributed by MLS Grid,GC517180,N,Y,29.8370057,-82.6058148
MLS Listing,,Single Family Residential,10545 NW 36th Ln,Gainesville,FL,32606,299900,2,2.0,HILLS OF SANTA FE PH 4,1617,4792,1996,33,185,366,Active,,,https://www.redfin.com/FL/Gainesville/10545-NW-36th-Ln-32606/home/114532518,Stellar MLS as Distributed by MLS Grid,GC517164,N,Y,29.6868564,-82.4540982
MLS Listing,,Vacant Land,1833 NE 1st Ave,Gainesville,FL,32641,45000,,,LAKE ROAD ESTATES,,11914,,33,,,Active,,,https://www.redfin.com/FL/Gainesville/1833-Ne-1st-Ave-32641/home/115620254,Stellar MLS as Distributed by MLS Grid,W7859284,N,Y,29.6525992,-82.301173
MLS Listing,,Condo/Co-op,3924 SW 26 Dr #1,Gainesville,FL,32607,145000,2,1.5,SOUTHWOOD,900,871,1981,33,161,130,Active,,,https://www.redfin.com/FL/Gainesville/3924-SW-26th-Dr-32608/unit-1/home/188136680,Stellar MLS as Distributed by MLS Grid,GC517016,N,Y,29.6144869,-82.361675
MLS Listing,,Single Family Residential,918 NW 40th Ave,Gainesville,FL,32609,185000,2,1.0,OAK HILL,780,7454,1960,33,237,,Active,,,https://www.redfin.com/FL/Gainesville/918-NW-40th-Ave-32609/home/115120095,Stellar MLS as Distributed by MLS Grid,GC517146,N,Y,29.6896165,-82.3345707
MLS Listing,,Single Family Residential,1704 NE 1st Ave,Gainesville,FL,32641,75000,2,1.0,NEW GAINESVILLE REP,638,7084,1951,33,118,,Active,,,https://www.redfin.com/FL/Gainesville/1704-NE-1st-Ave-32641/home/115215064,Stellar MLS as Distributed by MLS Grid,GC516980,N,Y,29.6530438,-82.3028119
MLS Listing,,Single Family Residential,27017 NW 182nd Ave,High Springs,FL,32643,314000,5,3.0,BORDERING OAKS,2278,217800,2003,33,138,,Active,,,https://www.redfin.com/FL/High-Springs/27017-NW-182nd-Ave-32643/home/114698798,Stellar MLS as Distributed by MLS Grid,GC517149,N,Y,29.8208124,-82.6305969
MLS Listing,,Vacant Land,21713 NW 58th Ter,Alachua,FL,32615,275000,,,ALACHUA,,652964,,34,,,Active,,,https://www.redfin.com/FL/Alachua/21713-NW-58-Ter-32615/home/188195843,Stellar MLS as Distributed by MLS Grid,GC517160,N,Y,29.853977,-82.406476
MLS Listing,,Single Family Residential,20029 NW 257th Ter,High Springs,FL,32643,495000,3,2.5,RIVERGLEN,2536,66647,2005,34,195,34,Active,,,https://www.redfin.com/FL/High-Springs/20029-NW-257th-Ter-32643/home/115086160,Stellar MLS as Distributed by MLS Grid,GC516836,N,Y,29.838568,-82.61502
MLS Listing,,Single Family Residential,105 NE 20th St,Gainesville,FL,32641,124900,2,1.0,THOMAS JACK SUB,883,37810,1950,34,141,,Active,,,https://www.redfin.com/FL/Gainesville/105-NE-20th-St-32641/home/114565624,Stellar MLS as Distributed by MLS Grid,GC516855,N,Y,29.65317,-82.298542
MLS Listing,,Single Family Residential,218 NW 36th Dr,Gainesville,FL,32607,320000,4,2.0,GOLF CLUB MANOR,1340,10454,1956,34,239,,Active,,,https://www.redfin.com/FL/Gainesville/218-NW-36th-Dr-32607/home/115570104,Stellar MLS as Distributed by MLS Grid,O6151688,N,Y,29.6538642,-82.3784749
MLS Listing,,Condo/Co-op,1178 NW 128 Dr,Newberry,FL,32669,299900,2,2.0,VILLAS OF WEST END,1303,4396,2016,34,230,296,Active,,,https://www.redfin.com/FL/Newberry/1178-NW-128th-Dr-32669/home/114621354,Stellar MLS as Distributed by MLS Grid,GC516602,N,Y,29.6634606,-82.4797494
MLS Listing,,Single Family Residential,8462 NW 37th Dr,Gainesville,FL,32653,239900,2,2.0,TURKEY CREEK FOREST,1056,4356,1984,34,227,36,Active,,,https://www.redfin.com/FL/Gainesville/8462-NW-37th-Dr-32653/home/188191653,Stellar MLS as Distributed by MLS Grid,GC517091,N,Y,29.7328861,-82.3813133
MLS Listing,,Condo/Co-op,2735 SW 35th Pl #1601,Gainesville,FL,32608,159000,2,1.5,CASABLANCA WEST - CONDO,1001,,1987,34,159,235,Active,,,https://www.redfin.com/FL/Gainesville/2735-SW-35th-Pl-32608/unit-1601/home/115633698,Stellar MLS as Distributed by MLS Grid,GC517079,N,Y,29.6194089,-82.3636675
MLS Listing,,Townhouse,2492 Forest Way,Gainesville,FL,32605,273000,4,2.5,FOREST OF THE UNICORN THE LAKES,1613,1742,1975,34,169,123,Active,,,https://www.redfin.com/FL/Gainesville/2492-Forest-Way-32605/home/114413454,Stellar MLS as Distributed by MLS Grid,GC517142,N,Y,29.6944607,-82.3585062
MLS Listing,,Single Family Residential,16511 NW 190th St,High Springs,FL,32643,349900,4,2.0,OAK RIDGE OF HIGH SPRINGS,1774,6084,2021,35,197,40,Active,,,https://www.redfin.com/FL/High-Springs/16511-NW-190th-St-32643/home/177777183,Stellar MLS as Distributed by MLS Grid,GC517136,N,Y,29.806911,-82.546819
MLS Listing,,Single Family Residential,1566 NW 120th Ter,Gainesville,FL,32606,390000,3,2.0,SOUTH POINTE PH II UNIT II A PB 36 PG 15,1549,6970,2022,35,252,41,Active,December-2-2023 11:00 AM,December-2-2023 01:00 PM,https://www.redfin.com/FL/Gainesville/1566-NW-120th-Ter-32606/home/174536307,Stellar MLS as Distributed by MLS Grid,GC517120,N,Y,29.6674737,-82.470093
MLS Listing,,Townhouse,5123 NW 22 St,Gainesville,FL,32605,315000,3,2.5,SORRENTO,1604,1742,2017,35,196,335,Active,December-2-2023 10:00 AM,December-2-2023 02:00 PM,https://www.redfin.com/FL/Gainesville/5123-NW-22nd-St-32605/home/114637638,Stellar MLS as Distributed by MLS Grid,GC517129,N,Y,29.7016766,-82.3540635
MLS Listing,,Condo/Co-op,2811 SW Archer Rd Unit S150,Gainesville,FL,32608,114000,2,2.0,BRANDYWINE,1226,,1985,35,93,418,Active,,,https://www.redfin.com/FL/Gainesville/2811-SW-Archer-Rd-32608/unit-S150/home/115232529,Stellar MLS as Distributed by MLS Grid,O6152031,N,Y,29.6279291,-82.3655381
MLS Listing,,Single Family Residential,2406 SW 98th Dr,Gainesville,FL,32608,674900,5,3.0,HAILE PLANTATION UNIT 35 PH II,2633,13504,2003,35,256,74,Active,,,https://www.redfin.com/FL/Gainesville/2406-SW-98th-Dr-32608/home/114597540,Stellar MLS as Distributed by MLS Grid,OM666982,N,Y,29.6299721,-82.4465438
MLS Listing,,Single Family Residential,21329 SE 111th Ave,Hawthorne,FL,32640,400000,2,1.0,HAWTHORNE,720,406850,1976,35,556,,Active,,,https://www.redfin.com/FL/Hawthorne/21329-SE-111th-Ave-32640/home/115043833,Stellar MLS as Distributed by MLS Grid,GC517124,N,Y,29.5519602,-82.0944494
MLS Listing,,Single Family Residential,10945 NW 32nd Ave,Gainesville,FL,32606,299900,4,2.0,COUNTRYSIDE FOREST UNIT III,1838,8528,1988,35,163,,Active,,,https://www.redfin.com/FL/Gainesville/10945-NW-32nd-Ave-32606/home/115183927,Stellar MLS as Distributed by MLS Grid,GC517087,N,Y,29.6826866,-82.4590917
MLS Listing,,Vacant Land,00 NE 67th Ave,Citra,FL,32113,7500,,,BLACK SINK CAMPSITES,,7405,,36,,,Active,,,https://www.redfin.com/FL/Unknown/NE-67th-Ave-32609/home/58766064,Stellar MLS as Distributed by MLS Grid,OM667002,N,Y,29.719284,-82.248481
MLS Listing,,Single Family Residential,9588 SW 68th Ln,Gainesville,FL,32608,483900,3,2.0,LUGANO PH 3 PB 37 PG 54,1732,6634,2022,36,279,195,Active,,,https://www.redfin.com/FL/Gainesville/9588-SW-68th-Ln-32608/home/183038059,Stellar MLS as Distributed by MLS Grid,GC517061,N,Y,29.5901524,-82.4438361
MLS Listing,,Single Family Residential,14232 NE 150 Ave,Waldo,FL,32694,379900,3,2.0,Metes & Bounds,1619,,2002,36,235,,Active,,,https://www.redfin.com/FL/Waldo/14232-NE-150th-Ave-32694/home/114325346,NEFLMLS,1254508,N,Y,29.793238,-82.1713207
MLS Listing,,Single Family Residential,3938 NW 62nd Ave,Gainesville,FL,32653,388950,3,2.0,VICTORIA SQUARE CLUSTER,1492,8712,1993,36,261,28,Active,,,https://www.redfin.com/FL/Gainesville/3938-NW-62nd-Ave-32653/home/114664898,Stellar MLS as Distributed by MLS Grid,GC517110,N,Y,29.710987,-82.382758
MLS Listing,,Vacant Land,4900 NE 211th Dr,Earleton,FL,32631,55999,,,ELIZABETH ACRES UNIT 1 15/21,,128502,,36,,,Active,,,https://www.redfin.com/FL/Earleton/4900-NE-211-Dr-32631/home/188171742,Stellar MLS as Distributed by MLS Grid,A4587024,N,Y,29.6993569,-82.1003631
MLS Listing,,Single Family Residential,11218 SW 34th Rd,Gainesville,FL,32608,874900,5,4.0,OAKMONT PH 1 UNIT 1B,3455,10454,2015,36,253,7,Active,,,https://www.redfin.com/FL/Gainesville/11218-SW-34th-Rd-32608/home/115761348,Stellar MLS as Distributed by MLS Grid,GC517060,N,Y,29.622473,-82.462298
MLS Listing,,Vacant Land,1111 NW 151,Gainesville,FL,32616,27750,,,ALACHUA LEROYS ADDITIION 1,,,,36,,,Active,,,https://www.redfin.com/FL/Gainesville/1111-NW-151-Unknown/home/188169629,MARMLS,A11475283,N,Y,29.6519563,-82.324998
MLS Listing,,Single Family Residential,25291 NW 210th Ln,High Springs,FL,32643,1200000,3,3.0,HIGH SPRINGS,2000,50883,2021,37,600,,Active,,,https://www.redfin.com/FL/High-Springs/25291-NW-210th-Ln-32643/home/114968876,Stellar MLS as Distributed by MLS Grid,GC516826,N,Y,29.851992,-82.612097
MLS Listing,,Single Family Residential,3952 NW 60th Ave,Gainesville,FL,32653,329000,3,2.0,GRAND CENTRAL STA CLUSTER PH I,1506,9050,1994,37,218,30,Active,,,https://www.redfin.com/FL/Gainesville/3952-NW-60th-Ave-32653/home/114214942,Stellar MLS as Distributed by MLS Grid,GC517081,N,Y,29.70998,-82.38318
MLS Listing,,Single Family Residential,703 NW 6TH St,Gainesville,FL,32601,325000,3,2.0,Fair Oaks,1588,,1974,37,205,,Active,,,https://www.redfin.com/FL/Gainesville/703-NE-6th-St-32601/home/115011797,NEFLMLS,1250251,N,Y,29.6582661,-82.3182207
MLS Listing,,Condo/Co-op,2635 SW 35th Pl #1005,Gainesville,FL,32608,175000,2,2.5,CASABLANCA EAST,1088,,1983,37,161,339,Active,,,https://www.redfin.com/FL/Gainesville/2635-SW-35th-Pl-32608/unit-1005/home/114224038,Stellar MLS as Distributed by MLS Grid,GC517031,N,Y,29.6196797,-82.361253
MLS Listing,,Single Family Residential,1356 NW 132nd Cir,Newberry,FL,32669,454680,4,3.0,ARBOR GREEN,2662,9500,2023,37,171,131,Active,,,https://www.redfin.com/FL/Newberry/1356-NW-132nd-Blvd-32669/home/188160936,Stellar MLS as Distributed by MLS Grid,T3481474,N,Y,29.6643561,-82.4810379
MLS Listing,,Single Family Residential,1358 NW 132nd Cir,Newberry,FL,32669,449680,4,3.0,ARBOR GREEN,2662,9500,2023,37,169,131,Active,,,https://www.redfin.com/FL/Newberry/1358-NW-132nd-Blvd-32669/home/188160910,Stellar MLS as Distributed by MLS Grid,T3481473,N,Y,29.6643561,-82.4810379
MLS Listing,,Single Family Residential,1002 NE 19th Pl,Gainesville,FL,32609,264900,3,2.0,CAROL ESTATES 1ST ADD,1170,10500,1959,38,226,,Active,,,https://www.redfin.com/FL/Gainesville/1002-NE-19th-Pl-32609/home/114515067,Stellar MLS as Distributed by MLS Grid,O6151930,N,Y,29.67022,-82.313474
MLS Listing,,Single Family Residential,6101 NW 117th Pl,Alachua,FL,32615,304900,3,2.0,CREEKSIDE VILLAS AT TURKEY CREEK,1292,3999,2015,38,236,78,Active,,,https://www.redfin.com/FL/Alachua/6101-Nw-117th-Pl-32615/home/115352162,Stellar MLS as Distributed by MLS Grid,GC517071,N,Y,29.762123,-82.4103687
MLS Listing,,Single Family Residential,6420 NW 53rd Ter,Gainesville,FL,32653,384500,3,2.0,DEER RUN III,1761,19195,1983,38,218,2,Active,,,https://www.redfin.com/FL/Gainesville/6420-NW-53rd-Ter-32653/home/114388170,Stellar MLS as Distributed by MLS Grid,GC516977,N,Y,29.7137925,-82.4000567
MLS Listing,,Single Family Residential,3643 NW 67th Ave,Gainesville,FL,32653,374900,3,2.0,SUTTERS LANDING,1915,9056,1992,38,196,32,Active,December-2-2023 10:00 AM,December-2-2023 12:00 PM,https://www.redfin.com/FL/Gainesville/3643-NW-67th-Ave-32653/home/114372263,Stellar MLS as Distributed by MLS Grid,GC516863,N,Y,29.7159235,-82.3772887
MLS Listing,,Single Family Residential,2217 NW 248th Way,Newberry,FL,32669,415000,3,2.0,AVALON WOODS PH 1A PB 37 PG 70,1844,5663,2022,38,225,33,Active,,,https://www.redfin.com/FL/Newberry/2217-NW-248th-Way-32669/home/183042645,Stellar MLS as Distributed by MLS Grid,A4586206,N,Y,29.6750713,-82.6052339
MLS Listing,,Single Family Residential,15008 NW 41st Ave,Newberry,FL,32669,1395000,4,3.0,STEEPLECHASE FARMS,4199,217800,1999,38,332,125,Active,,,https://www.redfin.com/FL/Newberry/15008-NW-41st-Ave-32669/home/114157174,Stellar MLS as Distributed by MLS Grid,OM666750,N,Y,29.6916806,-82.5029807
MLS Listing,,Vacant Land,0 NW 199th Ave,Alachua,FL,32615,449000,,,ALACHUA,,1089000,,38,,,Active,,,https://www.redfin.com/FL/Alachua/Avenue-32615/home/174621022,Stellar MLS as Distributed by MLS Grid,GC516998,N,Y,29.837768,-82.462488
MLS Listing,,Condo/Co-op,4704 SW 67th Ter,Gainesville,FL,32608,199500,2,2.0,GREENLEAF,1102,1076,1984,38,181,7,Active,,,https://www.redfin.com/FL/Gainesville/4704-SW-67th-Ter-32608/home/115500618,Stellar MLS as Distributed by MLS Grid,GC517041,N,Y,29.6112912,-82.4150847
MLS Listing,,Townhouse,9718 SW 52nd Ln,Gainesville,FL,32608,220000,2,2.5,HAILE PLANTATION,1400,1307,1995,38,157,387,Active,,,https://www.redfin.com/FL/Gainesville/9718-SW-52nd-Ln-32608/home/114303734,Stellar MLS as Distributed by MLS Grid,G5074481,N,Y,29.6054436,-82.4454636
MLS Listing,,Townhouse,3073 NW 28th Cir,Gainesville,FL,32605,185000,2,2.0,TIFFANY DIMINIMUS PUD,1118,871,1987,38,165,293,Active,,,https://www.redfin.com/FL/Gainesville/3073-NW-28th-Cir-32605/home/114595146,Stellar MLS as Distributed by MLS Grid,GC516975,N,Y,29.680734,-82.3505387
MLS Listing,,Condo/Co-op,2360 SW Archer Rd #723,Gainesville,FL,32608,149000,2,2.0,CAMPUS EDGE CONDOMINIUM,888,,1996,38,168,532,Active,,,https://www.redfin.com/FL/Gainesville/2360-SW-Archer-Rd-32608/unit-723/home/115023772,Stellar MLS as Distributed by MLS Grid,GC517034,N,Y,29.6366329,-82.3582853
MLS Listing,,Townhouse,4224 SW 68th Ter,Gainesville,FL,32608,165000,2,2.5,GREENLEAF UNIT 1 REP 1,1254,6744,1982,39,132,91,Active,,,https://www.redfin.com/FL/Gainesville/4224-SW-68th-Ter-32608/home/115249358,Stellar MLS as Distributed by MLS Grid,GC516647,N,Y,29.615282,-82.416083
MLS Listing,,Single Family Residential,10023 SW 77th Ct,Gainesville,FL,32608,320900,3,2.0,KANAPAHA PINES,1472,43560,1979,39,218,,Active,December-2-2023 02:30 AM,December-2-2023 04:30 PM,https://www.redfin.com/FL/Gainesville/10023-SW-77th-Ct-32608/home/115259628,Stellar MLS as Distributed by MLS Grid,GC516895,N,Y,29.561758,-82.425057
MLS Listing,,Condo/Co-op,2211 NW 16th Ter,Gainesville,FL,32605,185000,2,2.0,CHARLESTON PLACE,1038,,2005,39,178,284,Active,,,https://www.redfin.com/FL/Gainesville/2211-NW-16th-Ter-32605/home/114611165,Stellar MLS as Distributed by MLS Grid,GC514607,N,Y,29.6731938,-82.3428621
MLS Listing,,Vacant Land,0000 SW 252 St,Newberry,FL,32669,70000,,,NEWBERRY,,20037,,39,,,Active,,,https://www.redfin.com/FL/Newberry/0-SW-252-St-32669/home/188147818,Stellar MLS as Distributed by MLS Grid,GC517030,N,Y,29.6463864,-82.6091839
MLS Listing,,Single Family Residential,1441 SE 28 Ter,Gainesville,FL,32641,195000,3,2.0,GAINESVILLE,1144,21780,2022,41,170,,Active,,,https://www.redfin.com/FL/Gainesville/1441-SE-28th-Ter-32641/home/114516612,Stellar MLS as Distributed by MLS Grid,GC517025,N,Y,29.637936,-82.287096
MLS Listing,,Single Family Residential,1510 SE 14th Ave,Gainesville,FL,32641,255000,4,2.0,LINCOLN ESTATES,1639,6312,1961,41,156,,Active,,,https://www.redfin.com/FL/Gainesville/1510-SE-14th-Ave-32641/home/114124804,Stellar MLS as Distributed by MLS Grid,T3478423,N,Y,29.63833,-82.3053819
MLS Listing,,Condo/Co-op,3924 SW 26 Dr #6,Gainesville,FL,32607,145000,2,1.5,SOUTHWOOD,900,871,1981,41,161,130,Active,,,https://www.redfin.com/FL/Gainesville/3924-SW-26th-Dr-32608/unit-6/home/114126927,Stellar MLS as Distributed by MLS Grid,GC517024,N,Y,29.6144869,-82.361675
MLS Listing,,Condo/Co-op,3924 SW 26th Dr #2,Gainesville,FL,32607,145000,2,1.5,SOUTHWOOD,900,871,1981,41,161,130,Active,,,https://www.redfin.com/FL/Gainesville/3924-SW-26th-Dr-32608/unit-2/home/114223990,Stellar MLS as Distributed by MLS Grid,GC517017,N,Y,29.6144869,-82.361675
MLS Listing,,Condo/Co-op,2811 SW Archer Rd Unit X-207,Gainesville,FL,32608,97000,1,1.0,BRANDYWINE -CONDO,876,,1985,41,111,311,Active,,,https://www.redfin.com/FL/Gainesville/2811-SW-Archer-Rd-32608/unit-X207/home/114303490,Stellar MLS as Distributed by MLS Grid,GC516967,N,Y,29.6279291,-82.3655381
MLS Listing,,Single Family Residential,215 NE 4th St,Gainesville,FL,32601,545000,3,2.0,ORIGINAL SURVEY OF GAINESVILLE,1906,5663,1930,41,286,,Active,,,https://www.redfin.com/FL/Gainesville/215-NE-4th-St-32601/home/115125825,Stellar MLS as Distributed by MLS Grid,GC517007,N,Y,29.653858,-82.321382
MLS Listing,,Single Family Residential,3301 SW 5th Ct,Gainesville,FL,32601,950000,4,3.0,COLCLOUGH HILL 1ST ADDN-CLINCH GRT,2902,36997,2024,41,327,,Active,,,https://www.redfin.com/FL/Gainesville/3301-Sw-5th-Ct-32601/home/114514534,Stellar MLS as Distributed by MLS Grid,GC517015,N,Y,29.62253,-82.329855
